area,variable,percentile,year,value
AUT,spllinf992,p0p100,2000,0.3136
AUT,spllinf992,p0p100,2001,0.324
AUT,spllinf992,p0p100,2002,0.33219999
AUT,spllinf992,p0p100,2003,0.33939999
AUT,spllinf992,p0p100,2004,0.33570001
AUT,spllinf992,p0p100,2005,0.3414
AUT,spllinf992,p0p100,2006,0.3321
AUT,spllinf992,p0p100,2007,0.33970001
AUT,spllinf992,p0p100,2008,0.33750001
AUT,spllinf992,p0p100,2009,0.34490001
AUT,spllinf992,p0p100,2010,0.35089999
AUT,spllinf992,p0p100,2011,0.33989999
AUT,spllinf992,p0p100,2012,0.34279999
AUT,spllinf992,p0p100,2013,0.34979999
AUT,spllinf992,p0p100,2014,0.34209999
AUT,spllinf992,p0p100,2015,0.34490001
AUT,spllinf992,p0p100,2016,0.3436
AUT,spllinf992,p0p100,2017,0.35030001
AUT,spllinf992,p0p100,2018,0.34999999
AUT,spllinf992,p0p100,2019,0.36269999
AUT,spllinf992,p0p100,2020,0.36939999
AUT,spllinf992,p0p100,2021,0.36480001
AUT,spllinf992,p0p100,2022,0.36579999
AUT,spllinf992,p0p100,2023,0.36939999
AUT,spllinf992,p0p100,2024,0.36970001
AUT,sptincj992,p0p100,1980,1
AUT,sptincj992,p0p100,1981,1
AUT,sptincj992,p0p100,1982,1
AUT,sptincj992,p0p100,1983,1
AUT,sptincj992,p0p100,1984,1
AUT,sptincj992,p0p100,1985,1
AUT,sptincj992,p0p100,1986,1
AUT,sptincj992,p0p100,1987,1
AUT,sptincj992,p0p100,1988,1
AUT,sptincj992,p0p100,1989,1
AUT,sptincj992,p0p100,1990,1
AUT,sptincj992,p0p100,1991,1
AUT,sptincj992,p0p100,1992,1
AUT,sptincj992,p0p100,1993,1
AUT,sptincj992,p0p100,1994,1
AUT,sptincj992,p0p100,1995,1
AUT,sptincj992,p0p100,1996,1
AUT,sptincj992,p0p100,1997,1
AUT,sptincj992,p0p100,1998,1
AUT,sptincj992,p0p100,1999,1
AUT,sptincj992,p0p100,2000,1
AUT,sptincj992,p0p100,2001,1
AUT,sptincj992,p0p100,2002,1
AUT,sptincj992,p0p100,2003,1
AUT,sptincj992,p0p100,2004,1
AUT,sptincj992,p0p100,2005,1
AUT,sptincj992,p0p100,2006,1
AUT,sptincj992,p0p100,2007,1
AUT,sptincj992,p0p100,2008,1
AUT,sptincj992,p0p100,2009,1
AUT,sptincj992,p0p100,2010,1
AUT,sptincj992,p0p100,2011,1
AUT,sptincj992,p0p100,2012,1
AUT,sptincj992,p0p100,2013,1
AUT,sptincj992,p0p100,2014,1
AUT,sptincj992,p0p100,2015,1
AUT,sptincj992,p0p100,2016,1
AUT,sptincj992,p0p100,2017,1
AUT,sptincj992,p0p100,2018,1
AUT,sptincj992,p0p100,2019,1
AUT,sptincj992,p0p100,2020,1
AUT,sptincj992,p0p100,2021,1
AUT,sptincj992,p0p100,2022,1
AUT,sptincj992,p0p100,2023,1
AUT,sptincj992,p0p100,2024,1
AUT,sptincj992,p0p50,1980,0.2318
AUT,sptincj992,p0p50,1981,0.2315
AUT,sptincj992,p0p50,1982,0.2311
AUT,sptincj992,p0p50,1983,0.2312
AUT,sptincj992,p0p50,1984,0.2311
AUT,sptincj992,p0p50,1985,0.2304
AUT,sptincj992,p0p50,1986,0.2297
AUT,sptincj992,p0p50,1987,0.2358
AUT,sptincj992,p0p50,1988,0.2378
AUT,sptincj992,p0p50,1989,0.2321
AUT,sptincj992,p0p50,1990,0.234
AUT,sptincj992,p0p50,1991,0.2347
AUT,sptincj992,p0p50,1992,0.235
AUT,sptincj992,p0p50,1993,0.2316
AUT,sptincj992,p0p50,1994,0.2322
AUT,sptincj992,p0p50,1995,0.2299
AUT,sptincj992,p0p50,1996,0.2297
AUT,sptincj992,p0p50,1997,0.2279
AUT,sptincj992,p0p50,1998,0.228
AUT,sptincj992,p0p50,1999,0.2344
AUT,sptincj992,p0p50,2000,0.2291
AUT,sptincj992,p0p50,2001,0.2331
AUT,sptincj992,p0p50,2002,0.2292
AUT,sptincj992,p0p50,2003,0.2287
AUT,sptincj992,p0p50,2004,0.229
AUT,sptincj992,p0p50,2005,0.2303
AUT,sptincj992,p0p50,2006,0.2265
AUT,sptincj992,p0p50,2007,0.226
AUT,sptincj992,p0p50,2008,0.2252
AUT,sptincj992,p0p50,2009,0.228
AUT,sptincj992,p0p50,2010,0.2237
AUT,sptincj992,p0p50,2011,0.2244
AUT,sptincj992,p0p50,2012,0.228
AUT,sptincj992,p0p50,2013,0.2304
AUT,sptincj992,p0p50,2014,0.2318
AUT,sptincj992,p0p50,2015,0.2306
AUT,sptincj992,p0p50,2016,0.226
AUT,sptincj992,p0p50,2017,0.2302
AUT,sptincj992,p0p50,2018,0.2294
AUT,sptincj992,p0p50,2019,0.2326
AUT,sptincj992,p0p50,2020,0.2326
AUT,sptincj992,p0p50,2021,0.2332
AUT,sptincj992,p0p50,2022,0.2334
AUT,sptincj992,p0p50,2023,0.2319
AUT,sptincj992,p0p50,2024,0.2319
AUT,sptincj992,p0p90,1980,0.684
AUT,sptincj992,p0p90,1981,0.6847000000000001
AUT,sptincj992,p0p90,1982,0.6854
AUT,sptincj992,p0p90,1983,0.6855
AUT,sptincj992,p0p90,1984,0.686
AUT,sptincj992,p0p90,1985,0.6857000000000001
AUT,sptincj992,p0p90,1986,0.6857000000000001
AUT,sptincj992,p0p90,1987,0.684
AUT,sptincj992,p0p90,1988,0.6852
AUT,sptincj992,p0p90,1989,0.6854
AUT,sptincj992,p0p90,1990,0.6858000000000001
AUT,sptincj992,p0p90,1991,0.6859000000000001
AUT,sptincj992,p0p90,1992,0.6874
AUT,sptincj992,p0p90,1993,0.6861
AUT,sptincj992,p0p90,1994,0.687
AUT,sptincj992,p0p90,1995,0.6883
AUT,sptincj992,p0p90,1996,0.687
AUT,sptincj992,p0p90,1997,0.6828000000000001
AUT,sptincj992,p0p90,1998,0.6779000000000001
AUT,sptincj992,p0p90,1999,0.6903
AUT,sptincj992,p0p90,2000,0.6776
AUT,sptincj992,p0p90,2001,0.6839000000000001
AUT,sptincj992,p0p90,2002,0.6784
AUT,sptincj992,p0p90,2003,0.6783
AUT,sptincj992,p0p90,2004,0.6739
AUT,sptincj992,p0p90,2005,0.6795
AUT,sptincj992,p0p90,2006,0.6716000000000001
AUT,sptincj992,p0p90,2007,0.6733
AUT,sptincj992,p0p90,2008,0.6747000000000001
AUT,sptincj992,p0p90,2009,0.6869000000000001
AUT,sptincj992,p0p90,2010,0.6743
AUT,sptincj992,p0p90,2011,0.6777000000000001
AUT,sptincj992,p0p90,2012,0.6821
AUT,sptincj992,p0p90,2013,0.6845
AUT,sptincj992,p0p90,2014,0.6885
AUT,sptincj992,p0p90,2015,0.6874
AUT,sptincj992,p0p90,2016,0.6733
AUT,sptincj992,p0p90,2017,0.6842
AUT,sptincj992,p0p90,2018,0.6836
AUT,sptincj992,p0p90,2019,0.6867000000000001
AUT,sptincj992,p0p90,2020,0.6867000000000001
AUT,sptincj992,p0p90,2021,0.6871
AUT,sptincj992,p0p90,2022,0.6867000000000001
AUT,sptincj992,p0p90,2023,0.6825
AUT,sptincj992,p0p90,2024,0.6825
AUT,sptincj992,p0p99,1980,0.9053
AUT,sptincj992,p0p99,1981,0.907
AUT,sptincj992,p0p99,1982,0.9087000000000001
AUT,sptincj992,p0p99,1983,0.9087000000000001
AUT,sptincj992,p0p99,1984,0.9086000000000001
AUT,sptincj992,p0p99,1985,0.9085000000000001
AUT,sptincj992,p0p99,1986,0.9084000000000001
AUT,sptincj992,p0p99,1987,0.9085000000000001
AUT,sptincj992,p0p99,1988,0.9081
AUT,sptincj992,p0p99,1989,0.908
AUT,sptincj992,p0p99,1990,0.9079
AUT,sptincj992,p0p99,1991,0.908
AUT,sptincj992,p0p99,1992,0.9084000000000001
AUT,sptincj992,p0p99,1993,0.9083
AUT,sptincj992,p0p99,1994,0.9083
AUT,sptincj992,p0p99,1995,0.9092
AUT,sptincj992,p0p99,1996,0.9087000000000001
AUT,sptincj992,p0p99,1997,0.9064000000000001
AUT,sptincj992,p0p99,1998,0.9033
AUT,sptincj992,p0p99,1999,0.912
AUT,sptincj992,p0p99,2000,0.9031
AUT,sptincj992,p0p99,2001,0.9076000000000001
AUT,sptincj992,p0p99,2002,0.9056000000000001
AUT,sptincj992,p0p99,2003,0.9047000000000001
AUT,sptincj992,p0p99,2004,0.9036000000000001
AUT,sptincj992,p0p99,2005,0.9063
AUT,sptincj992,p0p99,2006,0.9006000000000001
AUT,sptincj992,p0p99,2007,0.9023
AUT,sptincj992,p0p99,2008,0.9041
AUT,sptincj992,p0p99,2009,0.9136000000000001
AUT,sptincj992,p0p99,2010,0.9042
AUT,sptincj992,p0p99,2011,0.9065000000000001
AUT,sptincj992,p0p99,2012,0.9073
AUT,sptincj992,p0p99,2013,0.9103
AUT,sptincj992,p0p99,2014,0.9123
AUT,sptincj992,p0p99,2015,0.9117000000000001
AUT,sptincj992,p0p99,2016,0.9022
AUT,sptincj992,p0p99,2017,0.9094000000000001
AUT,sptincj992,p0p99,2018,0.9099
AUT,sptincj992,p0p99,2019,0.9108
AUT,sptincj992,p0p99,2020,0.9108
AUT,sptincj992,p0p99,2021,0.9102
AUT,sptincj992,p0p99,2022,0.9101
AUT,sptincj992,p0p99,2023,0.911
AUT,sptincj992,p0p99,2024,0.911
AUT,sptincj992,p50p90,1980,0.4522
AUT,sptincj992,p50p90,1981,0.4532
AUT,sptincj992,p50p90,1982,0.4543
AUT,sptincj992,p50p90,1983,0.4542
AUT,sptincj992,p50p90,1984,0.4549
AUT,sptincj992,p50p90,1985,0.4553
AUT,sptincj992,p50p90,1986,0.456
AUT,sptincj992,p50p90,1987,0.4483
AUT,sptincj992,p50p90,1988,0.4474
AUT,sptincj992,p50p90,1989,0.4533
AUT,sptincj992,p50p90,1990,0.4518
AUT,sptincj992,p50p90,1991,0.4512
AUT,sptincj992,p50p90,1992,0.4524
AUT,sptincj992,p50p90,1993,0.4544
AUT,sptincj992,p50p90,1994,0.4548
AUT,sptincj992,p50p90,1995,0.4584
AUT,sptincj992,p50p90,1996,0.4573
AUT,sptincj992,p50p90,1997,0.4549
AUT,sptincj992,p50p90,1998,0.4499
AUT,sptincj992,p50p90,1999,0.4559
AUT,sptincj992,p50p90,2000,0.4486
AUT,sptincj992,p50p90,2001,0.4507
AUT,sptincj992,p50p90,2002,0.4491
AUT,sptincj992,p50p90,2003,0.4496
AUT,sptincj992,p50p90,2004,0.4449
AUT,sptincj992,p50p90,2005,0.4492
AUT,sptincj992,p50p90,2006,0.4451
AUT,sptincj992,p50p90,2007,0.4473
AUT,sptincj992,p50p90,2008,0.4495
AUT,sptincj992,p50p90,2009,0.4588
AUT,sptincj992,p50p90,2010,0.4506
AUT,sptincj992,p50p90,2011,0.4534
AUT,sptincj992,p50p90,2012,0.4542
AUT,sptincj992,p50p90,2013,0.4541
AUT,sptincj992,p50p90,2014,0.4567
AUT,sptincj992,p50p90,2015,0.4568
AUT,sptincj992,p50p90,2016,0.4473
AUT,sptincj992,p50p90,2017,0.4541
AUT,sptincj992,p50p90,2018,0.4542
AUT,sptincj992,p50p90,2019,0.4541
AUT,sptincj992,p50p90,2020,0.4541
AUT,sptincj992,p50p90,2021,0.4539
AUT,sptincj992,p50p90,2022,0.4533
AUT,sptincj992,p50p90,2023,0.4506
AUT,sptincj992,p50p90,2024,0.4506
AUT,sptincj992,p90p100,1980,0.316
AUT,sptincj992,p90p100,1981,0.3153
AUT,sptincj992,p90p100,1982,0.3146
AUT,sptincj992,p90p100,1983,0.3145
AUT,sptincj992,p90p100,1984,0.314
AUT,sptincj992,p90p100,1985,0.3143
AUT,sptincj992,p90p100,1986,0.3143
AUT,sptincj992,p90p100,1987,0.316
AUT,sptincj992,p90p100,1988,0.3148
AUT,sptincj992,p90p100,1989,0.3146
AUT,sptincj992,p90p100,1990,0.3142
AUT,sptincj992,p90p100,1991,0.3141
AUT,sptincj992,p90p100,1992,0.3126
AUT,sptincj992,p90p100,1993,0.3139
AUT,sptincj992,p90p100,1994,0.313
AUT,sptincj992,p90p100,1995,0.3117
AUT,sptincj992,p90p100,1996,0.313
AUT,sptincj992,p90p100,1997,0.3172
AUT,sptincj992,p90p100,1998,0.3221
AUT,sptincj992,p90p100,1999,0.3097
AUT,sptincj992,p90p100,2000,0.3224
AUT,sptincj992,p90p100,2001,0.3161
AUT,sptincj992,p90p100,2002,0.3216
AUT,sptincj992,p90p100,2003,0.3217
AUT,sptincj992,p90p100,2004,0.3261
AUT,sptincj992,p90p100,2005,0.3205
AUT,sptincj992,p90p100,2006,0.3284
AUT,sptincj992,p90p100,2007,0.3267
AUT,sptincj992,p90p100,2008,0.3253
AUT,sptincj992,p90p100,2009,0.3131
AUT,sptincj992,p90p100,2010,0.3257
AUT,sptincj992,p90p100,2011,0.3223
AUT,sptincj992,p90p100,2012,0.3179
AUT,sptincj992,p90p100,2013,0.3155
AUT,sptincj992,p90p100,2014,0.3115
AUT,sptincj992,p90p100,2015,0.3126
AUT,sptincj992,p90p100,2016,0.3267
AUT,sptincj992,p90p100,2017,0.3158
AUT,sptincj992,p90p100,2018,0.3164
AUT,sptincj992,p90p100,2019,0.3133
AUT,sptincj992,p90p100,2020,0.3133
AUT,sptincj992,p90p100,2021,0.3129
AUT,sptincj992,p90p100,2022,0.3133
AUT,sptincj992,p90p100,2023,0.3175
AUT,sptincj992,p90p100,2024,0.3175
AUT,sptincj992,p99p100,1980,0.0947
AUT,sptincj992,p99p100,1981,0.093
AUT,sptincj992,p99p100,1982,0.0913
AUT,sptincj992,p99p100,1983,0.0913
AUT,sptincj992,p99p100,1984,0.0914
AUT,sptincj992,p99p100,1985,0.0915
AUT,sptincj992,p99p100,1986,0.0916
AUT,sptincj992,p99p100,1987,0.0915
AUT,sptincj992,p99p100,1988,0.0919
AUT,sptincj992,p99p100,1989,0.092
AUT,sptincj992,p99p100,1990,0.0921
AUT,sptincj992,p99p100,1991,0.092
AUT,sptincj992,p99p100,1992,0.0916
AUT,sptincj992,p99p100,1993,0.0917
AUT,sptincj992,p99p100,1994,0.0917
AUT,sptincj992,p99p100,1995,0.0908
AUT,sptincj992,p99p100,1996,0.0913
AUT,sptincj992,p99p100,1997,0.0936
AUT,sptincj992,p99p100,1998,0.0967
AUT,sptincj992,p99p100,1999,0.088
AUT,sptincj992,p99p100,2000,0.0969
AUT,sptincj992,p99p100,2001,0.0924
AUT,sptincj992,p99p100,2002,0.0944
AUT,sptincj992,p99p100,2003,0.0953
AUT,sptincj992,p99p100,2004,0.0964
AUT,sptincj992,p99p100,2005,0.0937
AUT,sptincj992,p99p100,2006,0.0994
AUT,sptincj992,p99p100,2007,0.0977
AUT,sptincj992,p99p100,2008,0.0959
AUT,sptincj992,p99p100,2009,0.0864
AUT,sptincj992,p99p100,2010,0.0958
AUT,sptincj992,p99p100,2011,0.0935
AUT,sptincj992,p99p100,2012,0.0927
AUT,sptincj992,p99p100,2013,0.0897
AUT,sptincj992,p99p100,2014,0.0877
AUT,sptincj992,p99p100,2015,0.0883
AUT,sptincj992,p99p100,2016,0.0978
AUT,sptincj992,p99p100,2017,0.0906
AUT,sptincj992,p99p100,2018,0.0901
AUT,sptincj992,p99p100,2019,0.0892
AUT,sptincj992,p99p100,2020,0.0892
AUT,sptincj992,p99p100,2021,0.0898
AUT,sptincj992,p99p100,2022,0.0899
AUT,sptincj992,p99p100,2023,0.089
AUT,sptincj992,p99p100,2024,0.089
AUS,spllinf992,p0p100,1990,0.32570001
AUS,spllinf992,p0p100,1991,0.32570001
AUS,spllinf992,p0p100,1992,0.32910001
AUS,spllinf992,p0p100,1993,0.33039999
AUS,spllinf992,p0p100,1994,0.3319
AUS,spllinf992,p0p100,1995,0.33539999
AUS,spllinf992,p0p100,1996,0.3391
AUS,spllinf992,p0p100,1997,0.3427
AUS,spllinf992,p0p100,1998,0.34639999
AUS,spllinf992,p0p100,1999,0.35010001
AUS,spllinf992,p0p100,2000,0.3538
AUS,spllinf992,p0p100,2001,0.35749999
AUS,spllinf992,p0p100,2002,0.3585
AUS,spllinf992,p0p100,2003,0.35949999
AUS,spllinf992,p0p100,2004,0.3522
AUS,spllinf992,p0p100,2005,0.35190001
AUS,spllinf992,p0p100,2006,0.3515
AUS,spllinf992,p0p100,2007,0.35120001
AUS,spllinf992,p0p100,2008,0.35080001
AUS,spllinf992,p0p100,2009,0.35299999
AUS,spllinf992,p0p100,2010,0.35519999
AUS,spllinf992,p0p100,2011,0.35600001
AUS,spllinf992,p0p100,2012,0.35679999
AUS,spllinf992,p0p100,2013,0.3576
AUS,spllinf992,p0p100,2014,0.35839999
AUS,spllinf992,p0p100,2015,0.3642
AUS,spllinf992,p0p100,2016,0.37009999
AUS,spllinf992,p0p100,2017,0.37990001
AUS,spllinf992,p0p100,2018,0.3897
AUS,spllinf992,p0p100,2019,0.38940001
AUS,spllinf992,p0p100,2020,0.3892
AUS,spllinf992,p0p100,2021,0.40540001
AUS,spllinf992,p0p100,2022,0.4068
AUS,spllinf992,p0p100,2023,0.4064
AUS,spllinf992,p0p100,2024,0.40880001
AUS,sptincj992,p0p100,1820,1
AUS,sptincj992,p0p100,1850,1
AUS,sptincj992,p0p100,1880,1
AUS,sptincj992,p0p100,1900,1
AUS,sptincj992,p0p100,1910,1
AUS,sptincj992,p0p100,1911,1
AUS,sptincj992,p0p100,1912,1
AUS,sptincj992,p0p100,1913,1
AUS,sptincj992,p0p100,1914,1
AUS,sptincj992,p0p100,1915,1
AUS,sptincj992,p0p100,1916,1
AUS,sptincj992,p0p100,1917,1
AUS,sptincj992,p0p100,1918,1
AUS,sptincj992,p0p100,1919,1
AUS,sptincj992,p0p100,1920,1
AUS,sptincj992,p0p100,1921,1
AUS,sptincj992,p0p100,1922,1
AUS,sptincj992,p0p100,1923,1
AUS,sptincj992,p0p100,1924,1
AUS,sptincj992,p0p100,1925,1
AUS,sptincj992,p0p100,1926,1
AUS,sptincj992,p0p100,1927,1
AUS,sptincj992,p0p100,1928,1
AUS,sptincj992,p0p100,1929,1
AUS,sptincj992,p0p100,1930,1
AUS,sptincj992,p0p100,1931,1
AUS,sptincj992,p0p100,1932,1
AUS,sptincj992,p0p100,1933,1
AUS,sptincj992,p0p100,1934,1
AUS,sptincj992,p0p100,1935,1
AUS,sptincj992,p0p100,1936,1
AUS,sptincj992,p0p100,1937,1
AUS,sptincj992,p0p100,1938,1
AUS,sptincj992,p0p100,1939,1
AUS,sptincj992,p0p100,1940,1
AUS,sptincj992,p0p100,1941,1
AUS,sptincj992,p0p100,1942,1
AUS,sptincj992,p0p100,1943,1
AUS,sptincj992,p0p100,1944,1
AUS,sptincj992,p0p100,1945,1
AUS,sptincj992,p0p100,1946,1
AUS,sptincj992,p0p100,1947,1
AUS,sptincj992,p0p100,1948,1
AUS,sptincj992,p0p100,1949,1
AUS,sptincj992,p0p100,1950,1
AUS,sptincj992,p0p100,1951,1
AUS,sptincj992,p0p100,1952,1
AUS,sptincj992,p0p100,1953,1
AUS,sptincj992,p0p100,1954,1
AUS,sptincj992,p0p100,1955,1
AUS,sptincj992,p0p100,1956,1
AUS,sptincj992,p0p100,1957,1
AUS,sptincj992,p0p100,1958,1
AUS,sptincj992,p0p100,1959,1
AUS,sptincj992,p0p100,1960,1
AUS,sptincj992,p0p100,1961,1
AUS,sptincj992,p0p100,1962,1
AUS,sptincj992,p0p100,1963,1
AUS,sptincj992,p0p100,1964,1
AUS,sptincj992,p0p100,1965,1
AUS,sptincj992,p0p100,1966,1
AUS,sptincj992,p0p100,1967,1
AUS,sptincj992,p0p100,1968,1
AUS,sptincj992,p0p100,1969,1
AUS,sptincj992,p0p100,1970,1
AUS,sptincj992,p0p100,1971,1
AUS,sptincj992,p0p100,1972,1
AUS,sptincj992,p0p100,1973,1
AUS,sptincj992,p0p100,1974,1
AUS,sptincj992,p0p100,1975,1
AUS,sptincj992,p0p100,1976,1
AUS,sptincj992,p0p100,1977,1
AUS,sptincj992,p0p100,1978,1
AUS,sptincj992,p0p100,1979,1
AUS,sptincj992,p0p100,1980,1
AUS,sptincj992,p0p100,1981,1
AUS,sptincj992,p0p100,1982,1
AUS,sptincj992,p0p100,1983,1
AUS,sptincj992,p0p100,1984,1
AUS,sptincj992,p0p100,1985,1
AUS,sptincj992,p0p100,1986,1
AUS,sptincj992,p0p100,1987,1
AUS,sptincj992,p0p100,1988,1
AUS,sptincj992,p0p100,1989,1
AUS,sptincj992,p0p100,1990,1
AUS,sptincj992,p0p100,1991,1
AUS,sptincj992,p0p100,1992,1
AUS,sptincj992,p0p100,1993,1
AUS,sptincj992,p0p100,1994,1
AUS,sptincj992,p0p100,1995,1
AUS,sptincj992,p0p100,1996,1
AUS,sptincj992,p0p100,1997,1
AUS,sptincj992,p0p100,1998,1
AUS,sptincj992,p0p100,1999,1
AUS,sptincj992,p0p100,2000,1
AUS,sptincj992,p0p100,2001,1
AUS,sptincj992,p0p100,2002,1
AUS,sptincj992,p0p100,2003,1
AUS,sptincj992,p0p100,2004,1
AUS,sptincj992,p0p100,2005,1
AUS,sptincj992,p0p100,2006,1
AUS,sptincj992,p0p100,2007,1
AUS,sptincj992,p0p100,2008,1
AUS,sptincj992,p0p100,2009,1
AUS,sptincj992,p0p100,2010,1
AUS,sptincj992,p0p100,2011,1
AUS,sptincj992,p0p100,2012,1
AUS,sptincj992,p0p100,2013,1
AUS,sptincj992,p0p100,2014,1
AUS,sptincj992,p0p100,2015,1
AUS,sptincj992,p0p100,2016,1
AUS,sptincj992,p0p100,2017,1
AUS,sptincj992,p0p100,2018,1
AUS,sptincj992,p0p100,2019,1
AUS,sptincj992,p0p100,2020,1
AUS,sptincj992,p0p100,2021,1
AUS,sptincj992,p0p100,2022,1
AUS,sptincj992,p0p100,2023,1
AUS,sptincj992,p0p100,2024,1
AUS,sptincj992,p0p50,1820,0.1599
AUS,sptincj992,p0p50,1850,0.1571
AUS,sptincj992,p0p50,1880,0.1585
AUS,sptincj992,p0p50,1900,0.1446
AUS,sptincj992,p0p50,1910,0.1283
AUS,sptincj992,p0p50,1911,0.1371
AUS,sptincj992,p0p50,1912,0.1457
AUS,sptincj992,p0p50,1913,0.1546
AUS,sptincj992,p0p50,1914,0.1605
AUS,sptincj992,p0p50,1915,0.1658
AUS,sptincj992,p0p50,1916,0.1772
AUS,sptincj992,p0p50,1917,0.1756
AUS,sptincj992,p0p50,1918,0.1744
AUS,sptincj992,p0p50,1919,0.1467
AUS,sptincj992,p0p50,1920,0.1669
AUS,sptincj992,p0p50,1921,0.1549
AUS,sptincj992,p0p50,1922,0.1629
AUS,sptincj992,p0p50,1923,0.1541
AUS,sptincj992,p0p50,1924,0.1545
AUS,sptincj992,p0p50,1925,0.1575
AUS,sptincj992,p0p50,1926,0.1595
AUS,sptincj992,p0p50,1927,0.1547
AUS,sptincj992,p0p50,1928,0.1528
AUS,sptincj992,p0p50,1929,0.1629
AUS,sptincj992,p0p50,1930,0.1707
AUS,sptincj992,p0p50,1931,0.1741
AUS,sptincj992,p0p50,1932,0.1746
AUS,sptincj992,p0p50,1933,0.1659
AUS,sptincj992,p0p50,1934,0.1658
AUS,sptincj992,p0p50,1935,0.164
AUS,sptincj992,p0p50,1936,0.1578
AUS,sptincj992,p0p50,1937,0.1701
AUS,sptincj992,p0p50,1938,0.1656
AUS,sptincj992,p0p50,1939,0.1625
AUS,sptincj992,p0p50,1940,0.166
AUS,sptincj992,p0p50,1941,0.1625
AUS,sptincj992,p0p50,1942,0.1639
AUS,sptincj992,p0p50,1943,0.1636
AUS,sptincj992,p0p50,1944,0.1716
AUS,sptincj992,p0p50,1945,0.178
AUS,sptincj992,p0p50,1946,0.1705
AUS,sptincj992,p0p50,1947,0.1662
AUS,sptincj992,p0p50,1948,0.1673
AUS,sptincj992,p0p50,1949,0.1669
AUS,sptincj992,p0p50,1950,0.1679
AUS,sptincj992,p0p50,1951,0.1805
AUS,sptincj992,p0p50,1952,0.181
AUS,sptincj992,p0p50,1953,0.182
AUS,sptincj992,p0p50,1954,0.1831
AUS,sptincj992,p0p50,1955,0.1838
AUS,sptincj992,p0p50,1956,0.1832
AUS,sptincj992,p0p50,1957,0.1856
AUS,sptincj992,p0p50,1958,0.1761
AUS,sptincj992,p0p50,1959,0.1804
AUS,sptincj992,p0p50,1960,0.1809
AUS,sptincj992,p0p50,1961,0.1802
AUS,sptincj992,p0p50,1962,0.178
AUS,sptincj992,p0p50,1963,0.177
AUS,sptincj992,p0p50,1964,0.1803
AUS,sptincj992,p0p50,1965,0.1812
AUS,sptincj992,p0p50,1966,0.1842
AUS,sptincj992,p0p50,1967,0.1838
AUS,sptincj992,p0p50,1968,0.1853
AUS,sptincj992,p0p50,1969,0.1874
AUS,sptincj992,p0p50,1970,0.1885
AUS,sptincj992,p0p50,1971,0.1851
AUS,sptincj992,p0p50,1972,0.1881
AUS,sptincj992,p0p50,1973,0.1918
AUS,sptincj992,p0p50,1974,0.1951
AUS,sptincj992,p0p50,1975,0.1964
AUS,sptincj992,p0p50,1976,0.1987
AUS,sptincj992,p0p50,1977,0.1986
AUS,sptincj992,p0p50,1978,0.1991
AUS,sptincj992,p0p50,1979,0.1975
AUS,sptincj992,p0p50,1980,0.1955
AUS,sptincj992,p0p50,1981,0.195
AUS,sptincj992,p0p50,1982,0.1917
AUS,sptincj992,p0p50,1983,0.1945
AUS,sptincj992,p0p50,1984,0.1943
AUS,sptincj992,p0p50,1985,0.1927
AUS,sptincj992,p0p50,1986,0.1889
AUS,sptincj992,p0p50,1987,0.1826
AUS,sptincj992,p0p50,1988,0.1783
AUS,sptincj992,p0p50,1989,0.1865
AUS,sptincj992,p0p50,1990,0.1881
AUS,sptincj992,p0p50,1991,0.1876
AUS,sptincj992,p0p50,1992,0.1914
AUS,sptincj992,p0p50,1993,0.1878
AUS,sptincj992,p0p50,1994,0.1856
AUS,sptincj992,p0p50,1995,0.1847
AUS,sptincj992,p0p50,1996,0.1868
AUS,sptincj992,p0p50,1997,0.1854
AUS,sptincj992,p0p50,1998,0.182
AUS,sptincj992,p0p50,1999,0.1799
AUS,sptincj992,p0p50,2000,0.1796
AUS,sptincj992,p0p50,2001,0.1863
AUS,sptincj992,p0p50,2002,0.1768
AUS,sptincj992,p0p50,2003,0.1813
AUS,sptincj992,p0p50,2004,0.1807
AUS,sptincj992,p0p50,2005,0.1759
AUS,sptincj992,p0p50,2006,0.1758
AUS,sptincj992,p0p50,2007,0.1788
AUS,sptincj992,p0p50,2008,0.1728
AUS,sptincj992,p0p50,2009,0.1766
AUS,sptincj992,p0p50,2010,0.1765
AUS,sptincj992,p0p50,2011,0.1776
AUS,sptincj992,p0p50,2012,0.1765
AUS,sptincj992,p0p50,2013,0.1752
AUS,sptincj992,p0p50,2014,0.175
AUS,sptincj992,p0p50,2015,0.1717
AUS,sptincj992,p0p50,2016,0.1743
AUS,sptincj992,p0p50,2017,0.173
AUS,sptincj992,p0p50,2018,0.1782
AUS,sptincj992,p0p50,2019,0.1723
AUS,sptincj992,p0p50,2020,0.1773
AUS,sptincj992,p0p50,2021,0.1738
AUS,sptincj992,p0p50,2022,0.1723
AUS,sptincj992,p0p50,2023,0.1711
AUS,sptincj992,p0p50,2024,0.1711
AUS,sptincj992,p0p90,1820,0.5632
AUS,sptincj992,p0p90,1850,0.5534
AUS,sptincj992,p0p90,1880,0.5583
AUS,sptincj992,p0p90,1900,0.5092
AUS,sptincj992,p0p90,1910,0.5
AUS,sptincj992,p0p90,1911,0.5383
AUS,sptincj992,p0p90,1912,0.5760000000000001
AUS,sptincj992,p0p90,1913,0.6102000000000001
AUS,sptincj992,p0p90,1914,0.6337
AUS,sptincj992,p0p90,1915,0.6551
